Indice,nome,ref,design,Data,Quant,Eur,numero_de_cliente
1656,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.MV000003,TABERCAT GATO COLEIRA ANTIP.-33CM,2025,0,0,4582
1657,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.MV000232,TABERDOG COLEIRA CÃO PEQ ANTIP.-40CM,2025,0,0,4582
1658,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,15,0,4582
1659,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0075,FIPON MONO GATOS,2025,0,0,4582
1660,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0076,FIPON MONO CÃO S,2025,0,0,4582
1661,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0077,FIPON MONO CÃO M,2025,0,0,4582
1662,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0078,FIPON MONO CÃO L,2025,0,0,4582
1663,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.UNIV0079,FIPON MONO CÃO XL,2025,0,0,4582
1664,"CENTRO AGRÍCOLA DE MEROUÇOS, LDA",J.ZA00149,KARATE  ZEON - 25 ML,2025,144,0,4582
1665,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,2692
1666,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.JOV00019,RATRAP KIT,2025,0,0,2692
1667,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.KEY001,INSECTOIL - 1 LT,2025,0,0,2692
1668,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.PEL006,RODEX TRIGO - 150GR,2025,0,0,2692
1669,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.PEL007,ROBAN PASTA - 150GR,2025,0,0,2692
1670,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,2692
1671,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,2692
1672,COOPCOA - COOP.AGRIC. DO CONCELHO DO SABUGAL,J.ZA00588,CUPRANTOL DUO - 500GR,2025,0,0,2692
1673,"COSTADUBOS, UNIPESSOAL, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,5596
1674,"COSTADUBOS, UNIPESSOAL, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,5596
1675,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00030,FERREX JARDIM - 300GR,2025,20,0,5593
1676,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,12,0,5593
1677,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00053,100 MOSCAS - 4x20gr,2025,6,0,5593
1678,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.JOV00131,COMPLESAL CALCIO - 1LT,2025,12,0,5593
1679,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.KEY012,FLUROKEY - 100ML,2025,24,0,5593
1680,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL006,RODEX TRIGO - 150GR,2025,70,0,5593
1681,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL007,ROBAN PASTA - 150GR,2025,70,0,5593
1682,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL010,VERTOX FORTE PASTA - 1KG,2025,15,0,5593
1683,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.PEL011,VERTOX PELLET - 150GR (cx90),2025,90,0,5593
1684,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,48,0,5593
1685,COVIAGRO DE  JOSÉ VERSOS DE ASCENÇÃO SIMÕES,TRANSP.MERC.,Transporte de Mercadorias,2025,2,0,5593
1704,"DAVID RUSSO, LDA",J.JOV00047,ZUM LACA - 300ML,2025,0,0,2714
1705,"DAVID RUSSO, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,24,0,2714
1706,"DAVID RUSSO, LDA",J.JOV00054,100 MOSCAS - 240gr,2025,24,0,2714
1707,"DAVID RUSSO, LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2025,36,0,2714
1708,"DAVID RUSSO, LDA",J.PEL004,VERTOX PELLET - 150GR,2025,0,0,2714
1709,"DAVID RUSSO, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,350,0,2714
1710,"DAVID RUSSO, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,700,0,2714
1711,"DAVID RUSSO, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,45,0,2714
1712,"DAVID RUSSO, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,450,0,2714
1713,"DAVID RUSSO, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,2714
1714,"DAVID RUSSO, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,2714
1715,"DAVID RUSSO, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,2714
1716,"DAVID RUSSO, LDA",PAL.EUR.,EURO PALETE,2025,0,0,2714
1717,"DINASTIA DO VENTO, LDA",J.DAY0009,NATURAMIN WSP-5KG,2025,0,0,21A
1718,"DINASTIA DO VENTO, LDA",J.DAY0054,NATURHUMUS BIO-20LTº.,2025,0,0,21A
1719,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,240,0,5662
1720,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,490,0,5662
1721,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,840,0,5662
1722,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,15,0,5662
1723,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,540,0,5662
1724,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,5662
1725,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,5662
1726,"DISTRIMONTES, COMERCIO DE PRODUTOS COSMETICOS, LDA",PAL.EUR.,EURO PALETE,2025,0,0,5662
1727,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00020,FORMIGEL - 3UN,2025,0,0,4125
1728,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00047,ZUM LACA - 300ML,2025,36,0,4125
1729,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,0,0,4125
1730,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.JOV00067,ZUM BARATAS GEL 10GR,2025,0,0,4125
1731,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,4125
1732,"DROGARIA CENTRAL-JOÃO MANUEL LOUSA MARTINS UNIP, LDA",TRANSP.MERC.,Transporte de Mercadorias,2025,0,0,4125
1733,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL006,RODEX TRIGO - 150GR,2025,0,0,5212
1734,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,J.PEL007,ROBAN PASTA - 150GR,2025,0,0,5212
1735,ECOCAMPO COMERCIALIZAÇÃO DE PRODUTOS PARA AGRICULTURA E,PAL.PQ,PALETE PEQUENA,2025,0,0,5212
1736,"FERNANDES & SOUTO,  LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,30,0,16A
1737,"FERNANDES & SOUTO,  LDA",J.DAY0096,CALCIFRUIT 1 LT,2025,12,0,16A
1738,"FERNANDES & SOUTO,  LDA",J.PEL006,RODEX TRIGO - 150GR,2025,70,0,16A
1739,"FERNANDES & SOUTO,  LDA",J.PEL007,ROBAN PASTA - 150GR,2025,140,0,16A
1740,"FERNANDES & SOUTO,  LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,90,0,16A
1741,"FERNANDES & SOUTO,  LDA",J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,100,0,16A
1742,"FERNANDES & SOUTO,  LDA",TRANSP.MERC.,Transporte de Mercadorias,2025,0,0,16A
1743,"FERTIDOURO, LDA",J.BIAG006,FOLI-STOP 1KG,2025,12,0,4883
1744,"FERTIDOURO, LDA",J.DAY0003,KELPAK- 5 LTº.,2025,16,0,4883
1745,"FERTIDOURO, LDA",J.DAY0005,KELPAC -1LTº.,2025,0,0,4883
1746,"FERTIDOURO, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,4883
1747,"FERTIDOURO, LDA",J.DAY0007,RETENOL-5LTº.,2025,25,0,4883
1748,"FERTIDOURO, LDA",J.DAY0008,NATURAMIN WSP-1KG,2025,0,0,4883
1749,"FERTIDOURO, LDA",J.DAY0023,RETENOL - 20LTº.,2025,4,0,4883
1750,"FERTIDOURO, LDA",J.DAY0096,CALCIFRUIT 1 LT,2025,0,0,4883
1751,"FERTIDOURO, LDA",J.DAY0097,CALCIFRUIT 20 LT,2025,4,0,4883
1752,"FERTIDOURO, LDA",J.DAY0166,EFICAL WSP - 5KG,2025,40,0,4883
1753,"FERTIDOURO, LDA",J.DAY0171,NATURSAL EXPRESS-5LTº,2025,0,0,4883
1754,"FERTIDOURO, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,20,0,4883
1755,"FERTIDOURO, LDA",J.JOV00037,HARPUN - 100ML,2025,0,0,4883
1756,"FERTIDOURO, LDA",J.JOV00058,ZUPRA CZ-20LT,2025,6,0,4883
1757,"FERTIDOURO, LDA",J.JOV00073,CITROMAZINC - 5LT,2025,40,0,4883
1758,"FERTIDOURO, LDA",J.JOV00083,KOSMET - 1LT,2025,0,0,4883
1759,"FERTIDOURO, LDA",J.JOV00093,CLIN PLUS - 5LT,2025,0,0,4883
1760,"FERTIDOURO, LDA",J.JOV00099,KUGEL EQUISETUM - 1LT,2025,0,0,4883
1761,"FERTIDOURO, LDA",J.JOV00114,KUGEL EQUISETUM - 10LT,2025,80,0,4883
1762,"FERTIDOURO, LDA",J.JOV00124,DIFENOFIN - 5LT,2025,16,0,4883
1763,"FERTIDOURO, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,350,0,4883
1764,"FERTIDOURO, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,700,0,4883
1765,"FERTIDOURO, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,450,0,4883
1766,"FERTIDOURO, LDA",J.QM0010,DIPTRON - 100ML,2025,0,0,4883
1767,"FERTIDOURO, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,4883
1768,"FERTIDOURO, LDA",J.QM0029,MURIBROM BRODIFACOUM BLOCO-10KG,2025,0,0,4883
1769,"FERTIDOURO, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,4883
1770,"FERTIDOURO, LDA",J.ROT0005,MARISOL - 1LT,2025,0,0,4883
1771,"FERTIDOURO, LDA",J.ROT0006,MARISOL - 5LT,2025,0,0,4883
1772,"FERTIDOURO, LDA",J.SEIP010,NAPHOS - 5LT,2025,0,0,4883
1773,"FERTIDOURO, LDA",J.SEIP031,AMICOS-SYSTEM - 5LT,2025,0,0,4883
1774,"FERTIDOURO, LDA",PAL.EUR.,EURO PALETE,2025,0,0,4883
1775,"FERTIDOURO, LDA",PAL.PQ,PALETE PEQUENA,2025,0,0,4883
1776,"FRESH IN, LDA",J.JOV00047,ZUM LACA - 300ML,2025,0,0,15A
1777,"FRESH IN, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,0,0,15A
1778,"FRESH IN, LDA",J.QM0036,MASTERFLY - 520ML,2025,0,0,15A
1779,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0005,KELPAC -1LTº.,2025,0,0,5648
1780,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0006,RETENOL-1LTº.,2025,12,0,5648
1781,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,24,0,5648
1782,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.DAY0166,EFICAL WSP - 5KG,2025,10,0,5648
1783,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,20,0,5648
1784,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00051,FERREX JARDIM - 1KG,2025,0,0,5648
1785,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,12,0,5648
1786,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.JOV00116,ONI-ON - 1LT,2025,30,0,5648
1787,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,140,0,5648
1788,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,560,0,5648
1789,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0010,DIPTRON - 100ML,2025,0,0,5648
1790,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,5648
1791,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,5648
1792,"FUTURAPOSTA, ESPAÇO AGRICOLA, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,48,0,5648
1793,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,6539
1794,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,6539
1795,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.JOV00116,ONI-ON - 1LT,2025,0,0,6539
1796,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,0,0,6539
1797,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,0,0,6539
1798,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL010,VERTOX FORTE PASTA - 1KG,2025,0,0,6539
1799,"GREMIORITA, PRODUTOS PARA AGRICULTURA, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,0,0,6539
1800,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,280,0,13A
1801,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL007,ROBAN PASTA - 150GR,2025,1400,0,13A
1802,"IRMÃOS PIRES - UNIPESSOAL, LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,540,0,13A
1803,"IRMÃOS PIRES - UNIPESSOAL, LDA",PAL.EUR.,EURO PALETE,2025,2,0,13A
1804,J. & AMADO LDA.,J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,2758
1805,J. & AMADO LDA.,J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,2758
1806,J. & AMADO LDA.,J.LIS0179,VEBITOX PASTA PLUS VERMELHA - 150GR,2025,0,0,2758
1807,J. & AMADO LDA.,J.LIS0181,VEBITOX PELLET PLUS - 140GR,2025,0,0,2758
1808,J. & AMADO LDA.,J.MV000002,TABERDOG CÃO COLEIRA ANTIP.-60CM,2025,0,0,2758
1809,J. & AMADO LDA.,J.MV000010,SCALIBOR PB-48CM,2025,0,0,2758
1810,J. & AMADO LDA.,J.MV000011,SCALIBOR PB-65CM,2025,0,0,2758
1811,J. & AMADO LDA.,J.MV000232,TABERDOG COLEIRA CÃO PEQ ANTIP.-40CM,2025,0,0,2758
1812,J. & AMADO LDA.,J.PEL006,RODEX TRIGO - 150GR,2025,210,0,2758
1813,J. & AMADO LDA.,J.PEL011,VERTOX PELLET - 150GR (cx90),2025,270,0,2758
1814,J. & AMADO LDA.,J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,2758
1815,J. & AMADO LDA.,J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,2758
1816,J. & AMADO LDA.,J.UNIV0075,FIPON MONO GATOS,2025,0,0,2758
1817,J. & AMADO LDA.,J.UNIV0076,FIPON MONO CÃO S,2025,0,0,2758
1818,J. & AMADO LDA.,J.UNIV0077,FIPON MONO CÃO M,2025,0,0,2758
1819,J. & AMADO LDA.,J.UNIV0078,FIPON MONO CÃO L,2025,0,0,2758
1820,J. & AMADO LDA.,J.UNIV0079,FIPON MONO CÃO XL,2025,0,0,2758
1821,J. & AMADO LDA.,J.UNIV0085,FIPON DUO CÃO S MONOPIPETA,2025,0,0,2758
1822,J. & AMADO LDA.,J.UNIV0086,FIPON DUO CÃO M MONOPIPETA,2025,0,0,2758
1823,J. & AMADO LDA.,J.UNIV0087,FIPON DUO CÃO L MONOPIPETA,2025,0,0,2758
1824,J. & AMADO LDA.,J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,0,0,2758
1825,J. & AMADO LDA.,J.ZA00077,TOPAZE - 70 ML,2025,0,0,2758
1826,J. & AMADO LDA.,J.ZA00078,TOPAZE - 1 LTº.,2025,0,0,2758
1827,J. & AMADO LDA.,J.ZA00594,AMPLIGO - 20 ML,2025,0,0,2758
1828,J. & AMADO LDA.,J.ZA00615,RIDOMIL 25 - 200GR,2025,0,0,2758
1829,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00019,RATRAP KIT,2025,0,0,22A
1830,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00020,FORMIGEL - 3UN,2025,0,0,22A
1831,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00030,FERREX JARDIM - 300GR,2025,0,0,22A
1832,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00047,ZUM LACA - 300ML,2025,0,0,22A
1833,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,0,0,22A
1834,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,0,0,22A
1835,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.JOV00053,100 MOSCAS - 4x20gr,2025,0,0,22A
1836,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,22A
1837,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,22A
1838,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0014,MASTERFLY  VESPAS- 1LT,2025,0,0,22A
1839,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0035,DIPTRON RTU - 500ML,2025,0,0,22A
1840,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.QM0036,MASTERFLY - 520ML,2025,0,0,22A
1841,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",J.SP0009,BORDOGREEN CONCENTRADO-100ML,2025,0,0,22A
1842,"JARDIM DA RUA COMERCIO DE PLANTAS, LDA",TRANSP.MERC.,Transporte de Mercadorias,2025,0,0,22A
1843,"JARDINS DO CÔA UNIPESSOAL, LDA",J.KEY012,FLUROKEY - 100ML,2025,0,0,2813
1844,"JDREAM,  LDA",J.DAY0009,NATURAMIN WSP-5KG,2025,0,0,21A
1845,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,0,0,24A 
1846,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00053,100 MOSCAS - 4x20gr,2025,0,0,24A 
1847,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00054,100 MOSCAS - 240gr,2025,0,0,24A 
1848,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.JOV00055,100 MOSCAS - ARM 10lt,2025,0,0,24A 
1849,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.PEL004,VERTOX PELLET - 150GR,2025,0,0,24A 
1850,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.PEL011,VERTOX PELLET - 150GR (cx90),2025,0,0,24A 
1851,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",J.QM0034,MURIBROM PASTA BRODIF. - 1.5 KG 50PPM,2025,0,0,24A 
1852,"JOÃO HENRIQUE RIBEIRO UNIPESSOAL,LDA",PAL.EUR.,EURO PALETE,2025,0,0,24A 
1853,JOÃO RODRIGUES,J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,5630
1854,JOÃO RODRIGUES,J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,5630
1855,JOÃO RODRIGUES,J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,5630
1856,JOÃO RODRIGUES,J.ZA00011,TOUCHDOWN PREMIUM - 20 LT,2025,0,0,5630
1857,JOÃO RODRIGUES,J.ZA00055,RIDOMIL GOLD COMBI PEP-200GR,2025,100,0,5630
1858,JOÃO RODRIGUES,J.ZA00077,TOPAZE - 70 ML,2025,60,0,5630
1859,JOÃO RODRIGUES,J.ZA00088,QUADRIS MAX -150 ML,2025,36,0,5630
1860,JOÃO RODRIGUES,J.ZA00343,QUADRIS MAX - 1Lto,2025,14,0,5630
1861,JOÃO RODRIGUES,J.ZA00558,KARATE ZEON + 1.5CS-100ML,2025,160,0,5630
1862,JOÃO RODRIGUES,J.ZA00568,CARIAL FLEX - 60GR,2025,0,0,5630
1863,JOÃO RODRIGUES,J.ZA00572,AMPEXIO - 50GR,2025,0,0,5630
1864,JOÃO RODRIGUES,PAL.PQ,PALETE PEQUENA,2025,0,0,5630
1865,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC001,GLYFOFLASH XL - 1LT,2025,0,0,3950
1866,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,3950
1867,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.BARC003,GLYFOFLASH XL - 20LT,2025,0,0,3950
1868,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.JOV00019,RATRAP KIT,2025,120,0,3950
1869,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL006,RODEX TRIGO - 150GR,2025,700,0,3950
1870,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL007,ROBAN PASTA - 150GR,2025,700,0,3950
1871,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,J.PEL011,VERTOX PELLET - 150GR (cx90),2025,90,0,3950
1872,JOAQUIM DOMINGOS DUARTE COMBA RIBEIRO,PAL.EUR.,EURO PALETE,2025,0,0,3950
1873,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0007,RETENOL-5LTº.,2025,0,0,2795
1874,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0097,CALCIFRUIT 20 LT,2025,0,0,2795
1875,JOSÉ CARLOS CORREIA CARDOSO,J.DAY0166,EFICAL WSP - 5KG,2025,0,0,2795
1876,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00052,100 MOSCAS - 1LT+SAQUETA,2025,0,0,2795
1877,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00053,100 MOSCAS - 4x20gr,2025,0,0,2795
1878,JOSÉ CARLOS CORREIA CARDOSO,J.JOV00084,KOSMET - 5LT,2025,0,0,2795
1879,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.BARC002,GLYFOFLASH XL - 5LT,2025,0,0,2852
1880,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0005,KELPAC -1LTº.,2025,0,0,2852
1881,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0006,RETENOL-1LTº.,2025,0,0,2852
1882,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0059,NATURMIX MG - 20LTº.,2025,0,0,2852
1883,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0060,"NATURAMIN-WSP - 0,5KG",2025,150,0,2852
1884,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.DAY0061,NATURVITAL PLUS - 20LTº.,2025,0,0,2852
1885,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00043,SILIS - 5LT,2025,0,0,2852
1886,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00048,ZUM VOADORES - 600ML,2025,60,0,2852
1887,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00083,KOSMET - 1LT,2025,0,0,2852
1888,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.JOV00084,KOSMET - 5LT,2025,0,0,2852
1889,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.PEL006,RODEX TRIGO - 150GR,2025,700,0,2852
1890,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0010,DIPTRON - 100ML,2025,72,0,2852
1891,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0013,MASTERFLY - 1LT,2025,0,0,2852
1892,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0025,MURIBROM PASTA BRODIF. - 150 GR,2025,0,0,2852
1893,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.QM0036,MASTERFLY - 520ML,2025,0,0,2852
1894,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP019,LECISEI - 1LT,2025,0,0,2852
1895,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP020,LECISEI - 5LT,2025,0,0,2852
1896,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.SEIP025,BRYOSEI - 1LT,2025,0,0,2852
1897,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",J.UNIV0015,"ARPON ""G"" - 100ML",2025,0,0,2852
1898,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.EUR.,EURO PALETE,2025,0,0,2852
1899,"JOSÉ CAVALEIRO SARAIVA E FILHOS, LDA",PAL.PQ,PALETE PEQUENA,2025,0,0,2852
1900,"JOSÉ LUIS COUTINHO DE SOUSA, UNIPESSOAL",J.JOV00020,FORMIGEL - 3UN,2025,0,0,23A
